EF,ACC,page,author,year,experiment,family,genus,species,plant_type,defence_type_specific,trait_category,experiment_type,study_type,plant_lifestage_2,Nfixing,density,PD2,SR,X_control,SE_control,SD_control,N_control,X_mixture,SE_mixture,SD_mixture,N_mixture,data_source,notes,yi,vi
ef1091,55,20,"Poeydebat, C",2020,FORBIO Hechtel Eksel,Betulaceae,Betula,Betula pendula,woody,hydrolysable tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,0.44,0.536,4,0.014,N/A,0,2,0.017,N/A,0.001,2,extra data request,"Bp + Pinus Sylvestris, Pseudotsuga menziesii, Quercus petraea",2.393653682,1.716197244
ef1092,55,21,"Poeydebat, C",2020,FORBIO Zedelgem,Betulaceae,Betula,Betula pendula,woody,flavonoids,phenolics,field,experimental,juvenile,No N-fixing neighbours,0.44,0.071,2,197.536,N/A,1.041,2,224.138,N/A,10.367,2,extra data request,Bp + Quercus robur,2.037148525,1.518746764
ef1093,55,22,"Poeydebat, C",2020,FORBIO Zedelgem,Betulaceae,Betula,Betula pendula,woody,flavonoids,phenolics,field,experimental,juvenile,No N-fixing neighbours,0.44,0.5,2,197.536,N/A,1.041,2,203.432,N/A,24.772,2,extra data request,Bp + Pinus Sylvestris,0.189737569,1.004500043
ef1094,55,23,"Poeydebat, C",2020,FORBIO Zedelgem,Betulaceae,Betula,Betula pendula,woody,flavonoids,phenolics,field,experimental,juvenile,No N-fixing neighbours,0.44,0.419,4,197.536,N/A,1.041,2,245.741,N/A,25.604,2,extra data request,"Bp + Fagus sylvatica, Pinus sylvestris, Tilia cordata",1.500948086,1.281605645
ef1095,55,24,"Poeydebat, C",2020,FORBIO Zedelgem,Betulaceae,Betula,Betula pendula,woody,flavonoids,phenolics,field,experimental,juvenile,No N-fixing neighbours,0.44,0.204,4,197.536,N/A,1.041,2,253.796,N/A,27.263,2,extra data request,"Bp + Fagus sylvatica, Quercus robur, Tilia cordata",1.645317731,1.338383805
ef1096,55,26,"Poeydebat, C",2020,FORBIO Zedelgem,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,juvenile,No N-fixing neighbours,0.44,0.071,2,98.584,N/A,14.026,2,110.53,N/A,21.914,2,extra data request,Bp + Quercus robur,0.366339384,1.016775568
ef1097,55,27,"Poeydebat, C",2020,FORBIO Zedelgem,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,juvenile,No N-fixing neighbours,0.44,0.5,2,98.584,N/A,14.026,2,99.188,N/A,25.229,2,extra data request,Bp + Pinus Sylvestris,0.016695301,1.000034842
ef1098,55,28,"Poeydebat, C",2020,FORBIO Zedelgem,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,juvenile,No N-fixing neighbours,0.44,0.419,4,98.584,N/A,14.026,2,105.417,N/A,34.371,2,extra data request,"Bp + Fagus sylvatica, Pinus sylvestris, Tilia cordata",0.14686287,1.002696088
ef1099,55,29,"Poeydebat, C",2020,FORBIO Zedelgem,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,juvenile,No N-fixing neighbours,0.44,0.204,4,98.584,N/A,14.026,2,93.672,N/A,1.944,2,extra data request,"Bp + Fagus sylvatica, Quercus robur, Tilia cordata",-0.276778767,1.009575811
ef1100,55,31,"Poeydebat, C",2020,FORBIO Zedelgem,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,0.44,0.071,2,0.401,N/A,0.048,2,0.364,N/A,0.014,2,extra data request,Bp + Quercus robur,-0.590434575,1.043576623
ef1101,55,32,"Poeydebat, C",2020,FORBIO Zedelgem,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,0.44,0.5,2,0.401,N/A,0.048,2,0.471,N/A,0.231,2,extra data request,Bp + Pinus Sylvestris,0.236726564,1.007004933
ef1102,55,33,"Poeydebat, C",2020,FORBIO Zedelgem,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,0.44,0.419,4,0.401,N/A,0.048,2,0.409,N/A,0.018,2,extra data request,"Bp + Fagus sylvatica, Pinus sylvestris, Tilia cordata",0.124513766,1.00193796
ef1103,55,34,"Poeydebat, C",2020,FORBIO Zedelgem,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,0.44,0.204,4,0.401,N/A,0.048,2,0.538,N/A,0.069,2,extra data request,"Bp + Fagus sylvatica, Quercus robur, Tilia cordata",1.300482599,1.211406874
ef1104,55,37,"Poeydebat, C",2020,FORBIO Zedelgem,Betulaceae,Betula,Betula pendula,woody,hydrolysable tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,0.44,0.071,2,0.015,N/A,0.001,2,0.011,N/A,0.003,2,extra data request,Bp + Quercus robur,-1.009253009,1.127323954
ef1105,55,38,"Poeydebat, C",2020,FORBIO Zedelgem,Betulaceae,Betula,Betula pendula,woody,hydrolysable tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,0.44,0.5,2,0.015,N/A,0.001,2,0.013,N/A,0,2,extra data request,Bp + Pinus Sylvestris,-1.595769122,1.318309886
ef1106,55,39,"Poeydebat, C",2020,FORBIO Zedelgem,Betulaceae,Betula,Betula pendula,woody,hydrolysable tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,0.44,0.419,4,0.015,N/A,0.001,2,0.014,N/A,0,2,extra data request,"Bp + Fagus sylvatica, Pinus sylvestris, Tilia cordata",-0.797884561,1.079577472
ef1107,55,40,"Poeydebat, C",2020,FORBIO Zedelgem,Betulaceae,Betula,Betula pendula,woody,hydrolysable tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,0.44,0.204,4,0.015,N/A,0.001,2,0.012,N/A,0,2,extra data request,"Bp + Fagus sylvatica, Quercus robur, Tilia cordata",-2.393653682,1.716197244
ef1108,55,41,"Poeydebat, C",2020,Grandpa Ceannacroc,Betulaceae,Betula,Betula pendula,woody,flavonoids,phenolics,field,experimental,mature,No N-fixing neighbours,0.43,0.5,2,184.871,N/A,9.822,3,181.587,N/A,5.754,3,extra data request,Bp + Pinus sylvestris,-0.325528401,0.675497395
ef1109,55,42,"Poeydebat, C",2020,Grandpa Ceannacroc,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,mature,No N-fixing neighbours,0.43,0.5,2,60.268,N/A,9.769,3,57.489,N/A,7.198,3,extra data request,Bp + Pinus sylvestris,-0.258418719,0.672231686
ef1110,55,43,"Poeydebat, C",2020,Grandpa Ceannacroc,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,mature,No N-fixing neighbours,0.43,0.5,2,0.137,N/A,0.035,3,0.138,N/A,0.007,3,extra data request,Bp + Pinus sylvestris,0.031613337,0.66674995
ef1111,55,44,"Poeydebat, C",2020,Grandpa Ceannacroc,Betulaceae,Betula,Betula pendula,woody,hydrolysable tannins,phenolics,field,experimental,mature,No N-fixing neighbours,0.43,0.5,2,0.01,N/A,0.003,3,0.009,N/A,0.001,3,extra data request,Bp + Pinus sylvestris,-0.356824823,0.677276996
ef1112,55,45,"Poeydebat, C",2020,IDENT Auclair,Betulaceae,Betula,Betula pendula,woody,flavonoids,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.4,0.5,2,121.194,N/A,12.223,3,141.869,N/A,22.086,3,extra data request,Bp + Pinus sylvestris,0.924198027,0.737845166
ef1113,55,46,"Poeydebat, C",2020,IDENT Auclair,Betulaceae,Betula,Betula pendula,woody,flavonoids,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.4,0.266,2,121.194,N/A,12.223,3,129.259,N/A,27.854,3,extra data request,Bp + Acer platanoides,0.299178636,0.674125655
ef1114,55,47,"Poeydebat, C",2020,IDENT Auclair,Betulaceae,Betula,Betula pendula,woody,flavonoids,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.4,0.071,2,121.194,N/A,12.223,3,133.115,N/A,32.496,3,extra data request,Bp + Quercus robur,0.387439273,0.679175766
ef1115,55,48,"Poeydebat, C",2020,IDENT Auclair,Betulaceae,Betula,Betula pendula,woody,flavonoids,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.4,0.612,6,121.194,N/A,12.223,3,161.559,N/A,13.455,3,extra data request,"Bp + Acer platanoides, Larix laricinia, Pinus banksiana, Pinus strobus, Quercus robur",2.505616084,1.189842663
ef1116,55,49,"Poeydebat, C",2020,IDENT Auclair,Betulaceae,Betula,Betula pendula,woody,flavonoids,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.4,0.612,6,121.194,N/A,12.223,3,154.945,N/A,12.386,3,extra data request,"Bp + Acer platanoides, Larix decidua, Picea abies, Pinus sylvestris, Quercus robur",2.188533553,1.065806593
ef1117,55,50,"Poeydebat, C",2020,IDENT Auclair,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.4,0.5,2,15.103,N/A,2.743,3,20.022,N/A,4.884,3,extra data request,Bp + Pinus sylvestris,0.990883686,0.74848754
ef1118,55,51,"Poeydebat, C",2020,IDENT Auclair,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.4,0.266,2,15.103,N/A,2.743,3,26.588,N/A,1.862,3,extra data request,Bp + Acer platanoides,3.908999524,1.940023106
ef1119,55,52,"Poeydebat, C",2020,IDENT Auclair,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.4,0.071,2,15.103,N/A,2.743,3,24.557,N/A,7.965,3,extra data request,Bp + Quercus robur,1.26633239,0.80029981
ef1120,55,53,"Poeydebat, C",2020,IDENT Auclair,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.4,0.612,6,15.103,N/A,2.743,3,30.719,N/A,6.371,3,extra data request,"Bp + Acer platanoides, Larix laricinia, Pinus banksiana, Pinus strobus, Quercus robur",2.54033228,1.204440674
ef1121,55,54,"Poeydebat, C",2020,IDENT Auclair,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.4,0.612,6,15.103,N/A,2.743,3,35.355,N/A,10.538,3,extra data request,"Bp + Acer platanoides, Larix decidua, Picea abies, Pinus sylvestris, Quercus robur",2.098597597,1.033675989
ef1122,55,55,"Poeydebat, C",2020,IDENT Auclair,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.4,0.5,2,0.301,N/A,0.074,3,0.359,N/A,0.243,3,extra data request,Bp + Pinus sylvestris,0.257643415,0.672198344
ef1123,55,56,"Poeydebat, C",2020,IDENT Auclair,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.4,0.266,2,0.301,N/A,0.074,3,0.286,N/A,0.026,3,extra data request,Bp + Acer platanoides,-0.215793399,0.670547233
ef1124,55,57,"Poeydebat, C",2020,IDENT Auclair,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.4,0.071,2,0.301,N/A,0.074,3,0.29,N/A,0.117,3,extra data request,Bp + Quercus robur,-0.089658885,0.66733656
ef1125,55,58,"Poeydebat, C",2020,IDENT Auclair,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.4,0.612,6,0.301,N/A,0.074,3,0.396,N/A,0.168,3,extra data request,"Bp + Acer platanoides, Larix laricinia, Pinus banksiana, Pinus strobus, Quercus robur",0.583933934,0.69508157
ef1126,55,59,"Poeydebat, C",2020,IDENT Auclair,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.4,0.612,6,0.301,N/A,0.074,3,0.355,N/A,0.107,3,extra data request,"Bp + Acer platanoides, Larix decidua, Picea abies, Pinus sylvestris, Quercus robur",0.46836505,0.684947152
ef1127,55,60,"Poeydebat, C",2020,IDENT Auclair,Betulaceae,Betula,Betula pendula,woody,hydrolysable tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.4,0.5,2,0.005,N/A,0.001,3,0.005,N/A,0.002,3,extra data request,Bp + Pinus sylvestris,0,0.666666667
ef1128,55,61,"Poeydebat, C",2020,IDENT Auclair,Betulaceae,Betula,Betula pendula,woody,hydrolysable tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.4,0.266,2,0.005,N/A,0.001,3,0.004,N/A,0.001,3,extra data request,Bp + Acer platanoides,-0.797884561,0.719718314
ef1129,55,62,"Poeydebat, C",2020,IDENT Auclair,Betulaceae,Betula,Betula pendula,woody,hydrolysable tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.4,0.071,2,0.005,N/A,0.001,3,0.006,N/A,0.001,3,extra data request,Bp + Quercus robur,0.797884561,0.719718314
ef1130,55,63,"Poeydebat, C",2020,IDENT Auclair,Betulaceae,Betula,Betula pendula,woody,hydrolysable tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.4,0.612,6,0.005,N/A,0.001,3,0.005,N/A,0,3,extra data request,"Bp + Acer platanoides, Larix laricinia, Pinus banksiana, Pinus strobus, Quercus robur",0,0.666666667
ef1131,55,64,"Poeydebat, C",2020,IDENT Auclair,Betulaceae,Betula,Betula pendula,woody,hydrolysable tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.4,0.612,6,0.005,N/A,0.001,3,0.005,N/A,0,3,extra data request,"Bp + Acer platanoides, Larix decidua, Picea abies, Pinus sylvestris, Quercus robur",0,0.666666667
ef1132,55,65,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,flavonoids,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.5,2,281.01,N/A,90.265,3,278.393,N/A,8.55,2,extra data request,Bp + Pinus sylvestris,-0.025636417,0.833399056
ef1133,55,66,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,flavonoids,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.266,2,281.01,N/A,90.265,3,269.518,N/A,12.863,3,extra data request,Bp + Acer platanoides,-0.142221697,0.668352251
ef1134,55,67,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,flavonoids,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.071,2,281.01,N/A,90.265,3,249.96,N/A,16.717,3,extra data request,Bp + Quercus robur,-0.381657924,0.678805231
ef1135,55,68,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,flavonoids,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.612,6,281.01,N/A,90.265,3,289.449,N/A,53.11,3,extra data request,"Bp + Acer platanoides, Larix laricinia, Picea glauca, Pinus strobus, Quercus robur",0.090922961,0.667355582
ef1136,55,69,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,flavonoids,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.227,6,281.01,N/A,90.265,3,250.088,N/A,32.337,2,extra data request,"Bp + Betula papifera, Acer platanoides, Acer saccharum, Quercus robur, Quercus rubra",-0.29429824,0.841994479
ef1137,55,70,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,flavonoids,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.612,6,281.01,N/A,90.265,3,282.28,N/A,76.61,2,extra data request,"Bp + Acer platanoides, Larix decidua, Picea abies, Pinus sylvestris, Quercus robur",0.010691371,0.833344764
ef1138,55,71,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.5,2,60.934,N/A,35.666,3,77.57976667,N/A,17.35,2,extra data request,Bp + Pinus sylvestris,0.391121047,0.848630901
ef1139,55,72,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.266,2,60.934,N/A,35.666,3,52.21,N/A,5.894,3,extra data request,Bp + Acer platanoides,-0.272311316,0.672846121
ef1140,55,73,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.071,2,60.934,N/A,35.666,3,62.592,N/A,5.5,3,extra data request,Bp + Quercus robur,0.051842007,0.666890633
ef1141,55,74,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.612,6,60.934,N/A,35.666,3,74.832,N/A,11.833,3,extra data request,"Bp + Acer platanoides, Larix laricinia, Picea glauca, Pinus strobus, Quercus robur",0.417327675,0.681180199
ef1142,55,75,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.227,6,60.934,N/A,35.666,3,57.857,N/A,35.012,2,extra data request,"Bp + Betula papifera, Acer platanoides, Acer saccharum, Quercus robur, Quercus rubra",-0.062808532,0.833727825
ef1143,55,76,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,lignins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.612,6,60.934,N/A,35.666,3,79.79,N/A,5.843,2,extra data request,"Bp + Acer platanoides, Larix decidua, Picea abies, Pinus sylvestris, Quercus robur",0.46542049,0.854994957
ef1144,55,77,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.5,2,0.677,N/A,0.052,3,0.477,N/A,0.137,2,extra data request,Bp + Pinus sylvestris,-1.61208794,1.093216086
ef1145,55,78,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.266,2,0.677,N/A,0.052,3,0.339,N/A,0.094,3,extra data request,Bp + Acer platanoides,-3.550331087,1.717070902
ef1146,55,79,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.071,2,0.677,N/A,0.052,3,0.468,N/A,0.015,3,extra data request,Bp + Quercus robur,-4.357542781,2.249014924
ef1147,55,80,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.612,6,0.677,N/A,0.052,3,0.466,N/A,0.11,3,extra data request,"Bp + Acer platanoides, Larix laricinia, Picea glauca, Pinus strobus, Quercus robur",-1.956806924,0.985757778
ef1148,55,81,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.227,6,0.677,N/A,0.052,3,0.456,N/A,0.002,2,extra data request,"Bp + Betula papifera, Acer platanoides, Acer saccharum, Quercus robur, Quercus rubra",-3.765072282,2.250910262
ef1149,55,82,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,condensed tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.612,6,0.677,N/A,0.052,3,0.383,N/A,0.201,2,extra data request,"Bp + Acer platanoides, Larix decidua, Picea abies, Pinus sylvestris, Quercus robur",-1.721598451,1.129723456
ef1150,55,83,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,hydrolysable tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.5,2,0.006,N/A,0.004,3,0.01,N/A,0.001,2,extra data request,Bp + Pinus sylvestris,0.872695949,0.909493155
ef1151,55,84,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,hydrolysable tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.266,2,0.006,N/A,0.004,3,0.009,N/A,0.001,3,extra data request,Bp + Acer platanoides,0.82101644,0.722839
ef1152,55,85,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,hydrolysable tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.071,2,0.006,N/A,0.004,3,0.009,N/A,0.001,3,extra data request,Bp + Quercus robur,0.82101644,0.722839
ef1153,55,86,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,hydrolysable tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.612,6,0.006,N/A,0.004,3,0.01,N/A,0.002,3,extra data request,"Bp + Acer platanoides, Larix laricinia, Picea glauca, Pinus strobus, Quercus robur",1.009253009,0.751549303
ef1154,55,87,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,hydrolysable tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.227,6,0.006,N/A,0.004,3,0.01,N/A,0.001,2,extra data request,"Bp + Betula papifera, Acer platanoides, Acer saccharum, Quercus robur, Quercus rubra",0.872695949,0.909493155
ef1155,55,88,"Poeydebat, C",2020,IDENT Freiburg,Betulaceae,Betula,Betula pendula,woody,hydrolysable tannins,phenolics,field,experimental,juvenile,No N-fixing neighbours,3.78,0.612,6,0.006,N/A,0.004,3,0.009,N/A,0.001,2,extra data request,"Bp + Acer platanoides, Larix decidua, Picea abies, Pinus sylvestris, Quercus robur",0.654521962,0.876173233
ef1156,55,105,"Poeydebat, C",2020,ORPHEE,Betulaceae,Betula,Betula pendula,woody,flavonoids,phenolics,field,experimental,juvenile,No N-fixing neighbours,0.25,0.071,2,383.307,N/A,34.634,3,373.911,N/A,53.352,3,extra data request,Bp + Quercus robur,-0.166681661,0.668981898
ef1157,55,106,"Poeydebat, C",2020,ORPHEE,Betulaceae,Betula,Betula pendula,woody,flavonoids,phenolics,field,experimental,juvenile,No N-fixing neighbours,0.25,0.5,2,383.307,N/A,34.634,3,282.862,N/A,24.956,3,extra data request,Bp + Pinus pinaster,-2.655042951,1.254104423
ef1158,55,107,"Poeydebat, C",2020,ORPHEE,Betulaceae,Betula,Betula pendula,woody,flavonoids,phenolics,field,experimental,juvenile,No N-fixing neighbours,0.25,0.381,3,383.307,N/A,34.634,3,317.938,N/A,20.686,3,extra data request,"Bp + Pinus pinaster, Quercus robur",-1.828422129,0.945260623
ef1159,55,108,"Poeydebat, C",2020,ORPHEE,Betulaceae,Betula,Betula pendula,woody,flavonoids,phenolics,field,experimental,juvenile,No N-fixing neighbours,0.25,0.286,5,383.307,N/A,34.634,3,338.582,N/A,55.243,3,extra data request,"Bp + Pinus pinaster, Quercus ilex, Quercus pyrenacia, Quercus robur",-0.774006092,0.716590452
